DON'T FITS	(100, 85)(1, 4)
DON'T FITS	(100, 85)(4, 4)
DON'T FITS	(100, 85)(6, 6)
DON'T FITS	(100, 85)(8, 10)
DON'T FITS	(100, 85)(11, 1)
DON'T FITS	(100, 85)(12, 1)
DON'T FITS	(100, 85)(13, 6)
DON'T FITS	(100, 85)(13, 6)
DON'T FITS	(100, 85)(9, 14)
DON'T FITS	(100, 85)(15, 2)
DON'T FITS	(100, 85)(10, 15)
DON'T FITS	(100, 85)(1, 16)
DON'T FITS	(100, 85)(2, 16)
DON'T FITS	(100, 85)(8, 16)
DON'T FITS	(100, 85)(13, 16)
DON'T FITS	(100, 85)(16, 14)
DON'T FITS	(100, 85)(17, 5)
DON'T FITS	(100, 85)(17, 6)
DON'T FITS	(100, 85)(17, 11)
DON'T FITS	(100, 85)(17, 14)
DON'T FITS	(100, 85)(16, 17)
DON'T FITS	(100, 85)(4, 18)
DON'T FITS	(100, 85)(22, 23)
DON'T FITS	(100, 85)(24, 15)
DON'T FITS	(100, 85)(18, 24)
DON'T FITS	(100, 85)(25, 13)
DON'T FITS	(100, 85)(25, 19)
DON'T FITS	(100, 85)(26, 25)
DON'T FITS	(100, 85)(26, 25)
DON'T FITS	(100, 85)(27, 2)
DON'T FITS	(100, 85)(28, 4)
DON'T FITS	(100, 85)(9, 28)
DON'T FITS	(100, 85)(28, 11)
DON'T FITS	(100, 85)(23, 28)
DON'T FITS	(100, 85)(7, 29)
DON'T FITS	(100, 85)(29, 13)
DON'T FITS	(100, 85)(29, 22)
DON'T FITS	(100, 85)(29, 26)
DON'T FITS	(100, 85)(29, 28)
DON'T FITS	(100, 85)(30, 5)
DON'T FITS	(100, 85)(30, 13)
DON'T FITS	(100, 85)(30, 18)
DON'T FITS	(100, 85)(28, 30)
DON'T FITS	(100, 85)(30, 30)
DON'T FITS	(100, 85)(6, 31)
DON'T FITS	(100, 85)(10, 31)
DON'T FITS	(100, 85)(31, 21)
DON'T FITS	(100, 85)(32, 22)
DON'T FITS	(100, 85)(32, 29)
DON'T FITS	(100, 85)(33, 6)
DON'T FITS	(100, 85)(33, 21)
DON'T FITS	(100, 85)(33, 32)
DON'T FITS	(100, 85)(4, 34)
DON'T FITS	(100, 85)(5, 34)
DON'T FITS	(100, 85)(20, 34)
DON'T FITS	(100, 85)(3, 35)
DON'T FITS	(100, 85)(21, 35)
DON'T FITS	(100, 85)(35, 26)
DON'T FITS	(100, 85)(36, 7)
DON'T FITS	(100, 85)(36, 14)
DON'T FITS	(100, 85)(36, 17)
DON'T FITS	(100, 85)(8, 37)
DON'T FITS	(100, 85)(9, 37)
DON'T FITS	(100, 85)(15, 37)
DON'T FITS	(100, 85)(37, 17)
DON'T FITS	(100, 85)(21, 37)
DON'T FITS	(100, 85)(33, 37)
DON'T FITS	(100, 85)(38, 16)
DON'T FITS	(100, 85)(22, 38)
DON'T FITS	(100, 85)(38, 22)
DON'T FITS	(100, 85)(38, 36)
DON'T FITS	(100, 85)(39, 7)
DON'T FITS	(100, 85)(25, 39)
DON'T FITS	(100, 85)(39, 27)
DON'T FITS	(100, 85)(39, 27)
DON'T FITS	(100, 85)(39, 30)
DON'T FITS	(100, 85)(35, 39)
DON'T FITS	(100, 85)(15, 41)
DON'T FITS	(100, 85)(41, 24)
DON'T FITS	(100, 85)(32, 41)
DON'T FITS	(100, 85)(32, 41)
DON'T FITS	(100, 85)(42, 13)
DON'T FITS	(100, 85)(31, 42)
DON'T FITS	(100, 85)(35, 42)
DON'T FITS	(100, 85)(3, 43)
DON'T FITS	(100, 85)(14, 43)
DON'T FITS	(100, 85)(22, 43)
DON'T FITS	(100, 85)(43, 41)
DON'T FITS	(100, 85)(44, 21)
DON'T FITS	(100, 85)(44, 31)
DON'T FITS	(100, 85)(44, 32)
DON'T FITS	(100, 85)(45, 5)
DON'T FITS	(100, 85)(7, 45)
DON'T FITS	(100, 85)(32, 45)
DON'T FITS	(100, 85)(45, 32)
DON'T FITS	(100, 85)(34, 45)
DON'T FITS	(100, 85)(45, 44)
DON'T FITS	(100, 85)(1, 46)
DON'T FITS	(100, 85)(46, 4)
DON'T FITS	(100, 85)(25, 46)
DON'T FITS	(100, 85)(40, 46)
DON'T FITS	(100, 85)(21, 47)
DON'T FITS	(100, 85)(47, 35)
DON'T FITS	(100, 85)(47, 37)
DON'T FITS	(100, 85)(41, 47)
DON'T FITS	(100, 85)(47, 47)
DON'T FITS	(100, 85)(12, 48)
DON'T FITS	(100, 85)(23, 48)
DON'T FITS	(100, 85)(48, 45)
DON'T FITS	(100, 85)(2, 49)
DON'T FITS	(100, 85)(49, 2)
DON'T FITS	(100, 85)(8, 49)
DON'T FITS	(100, 85)(21, 49)
DON'T FITS	(100, 85)(49, 37)
DON'T FITS	(100, 85)(39, 49)
DON'T FITS	(100, 85)(49, 40)
DON'T FITS	(100, 85)(29, 50)
DON'T FITS	(100, 85)(50, 31)
DON'T FITS	(100, 85)(50, 33)
DON'T FITS	(100, 85)(50, 35)
DON'T FITS	(100, 85)(44, 50)
DON'T FITS	(100, 85)(51, 13)
DON'T FITS	(100, 85)(28, 51)
DON'T FITS	(100, 85)(51, 40)
DON'T FITS	(100, 85)(50, 51)
DON'T FITS	(100, 85)(5, 52)
DON'T FITS	(100, 85)(21, 52)
DON'T FITS	(100, 85)(35, 52)
DON'T FITS	(100, 85)(52, 49)
DON'T FITS	(100, 85)(52, 49)
DON'T FITS	(100, 85)(53, 20)
DON'T FITS	(100, 85)(53, 47)
DON'T FITS	(100, 85)(54, 17)
DON'T FITS	(100, 85)(54, 39)
DON'T FITS	(100, 85)(55, 7)
DON'T FITS	(100, 85)(13, 55)
DON'T FITS	(100, 85)(55, 31)
DON'T FITS	(100, 85)(39, 55)
DON'T FITS	(100, 85)(41, 55)
DON'T FITS	(100, 85)(42, 55)
DON'T FITS	(100, 85)(56, 3)
DON'T FITS	(100, 85)(22, 56)
DON'T FITS	(100, 85)(35, 56)
DON'T FITS	(100, 85)(56, 38)
DON'T FITS	(100, 85)(56, 55)
DON'T FITS	(100, 85)(5, 57)
DON'T FITS	(100, 85)(9, 57)
DON'T FITS	(100, 85)(57, 12)
DON'T FITS	(100, 85)(18, 57)
DON'T FITS	(100, 85)(57, 26)
DON'T FITS	(100, 85)(38, 57)
DON'T FITS	(100, 85)(4, 58)
DON'T FITS	(100, 85)(58, 40)
DON'T FITS	(100, 85)(58, 52)
DON'T FITS	(100, 85)(59, 1)
DON'T FITS	(100, 85)(59, 7)
DON'T FITS	(100, 85)(59, 10)
DON'T FITS	(100, 85)(59, 39)
DON'T FITS	(100, 85)(55, 59)
DON'T FITS	(100, 85)(1, 61)
DON'T FITS	(100, 85)(61, 3)
